Date,Open,High,Low,Close,Volume,Adj Close
1998-05-01,119.37,126.37,106.37,109.50,35865300,6.84
1998-04-01,92.44,129.63,90.87,118.94,77429300,7.43
1998-03-02,74.75,94.25,68.75,92.44,38974800,5.78
1998-02-02,64.25,74.25,60.88,73.19,26878300,4.57
1998-01-02,69.25,69.50,57.63,63.38,26696300,3.96
1997-12-01,51.50,71.00,51.25,69.25,17675000,4.33
1997-11-03,45.00,55.75,42.00,51.13,21280300,3.20
1997-10-01,50.25,58.63,34.13,43.84,21913600,2.74
1997-09-02,40.25,58.00,39.13,50.13,17989400,3.13
1997-08-01,56.00,59.88,48.25,59.50,14178500,2.48
1997-07-01,35.00,56.50,33.50,56.50,18911100,2.35
1997-06-02,32.75,39.38,30.87,35.25,8807500,1.47
1997-05-01,34.50,37.00,29.87,32.25,11171800,1.34
1997-04-01,27.87,36.00,24.75,34.13,16998400,1.42
1997-03-03,29.87,31.87,22.00,28.12,13104400,1.17
1997-02-03,33.88,36.25,28.75,30.25,12534100,1.26
1997-01-02,17.00,37.38,16.75,33.88,19094000,1.41
1996-12-02,18.75,22.12,16.75,17.00,3416900,0.71
1996-11-01,19.50,20.25,17.25,19.12,1839100,0.80
1996-10-01,21.00,23.50,19.12,19.75,2875400,0.82
1996-09-03,19.00,24.62,18.12,21.25,1993500,0.89
1996-08-01,18.00,22.12,16.50,19.62,1932300,0.82
1996-07-01,20.50,22.25,15.50,18.00,1766200,0.75
1996-06-03,27.75,28.75,18.25,21.00,3275800,0.88
1996-05-01,30.25,33.25,27.00,28.00,4283300,1.17
1996-04-12,25.25,43.00,24.50,29.75,52466300,1.24
