ra,dec,err_maj,err_min,err_ang,j_m,j_msig,h_m,h_msig,k_m,k_msig,rd_flg,bl_flg,cc_flg,extd_flg,id_opt,b_m_opt,r_m_opt,dist_opt,phi_opt,nopt_mchs
346.831183,26.222609,0.30,0.28,113,16.237,0.098,15.903,0.180,15.672,0.205,222,111,000,0,112519959843,19.80,17.70,0.92,79,1
344.388944,25.325474,0.19,0.12,0,12.385,0.033,12.138,0.035,12.045,0.032,222,111,000,0,112519875529,14.70,13.20,0.14,37,1
346.889998,28.994911,0.12,0.12,90,15.146,0.045,14.704,0.072,14.671,0.095,222,111,000,0,112519961739,17.60,16.20,0.05,6,1
40.664449,28.492590,0.14,0.12,0,13.538,0.034,12.769,0.032,12.614,0.037,222,111,000,0,112500881347,18.20,14.90,0.61,211,1
106.653931,22.507509,0.15,0.15,90,15.996,0.075,15.974,0.176,15.695,0.189,222,111,000,0,112504927930,17.80,16.50,0.27,174,1
346.235241,28.042564,0.12,0.12,90,14.939,0.037,14.355,0.054,14.157,0.061,222,111,000,0,112519940016,20.50,17.30,1.42,93,1
40.550678,28.873592,0.24,0.16,0,11.833,0.030,11.392,0.034,11.289,0.030,222,111,000,0,112500878924,15.10,12.70,1.31,146,1
44.035701,26.314634,0.14,0.13,45,15.859,0.081,15.312,0.117,14.840,0.128,222,111,000,0,112500955816,20.10,17.50,0.41,93,1
106.020236,22.300306,0.13,0.13,90,15.948,0.083,15.471,0.118,15.574,0.190,222,111,000,0,105004826327,18.10,16.40,0.25,58,1
347.238530,29.516296,0.13,0.13,90,16.011,0.082,15.516,0.127,15.628,0.202,222,111,000,0,112519973028,18.60,17.20,0.60,102,1
106.410341,20.025370,0.21,0.12,90,14.283,0.036,13.629,0.040,13.457,0.041,222,111,000,0,105004860827,19.50,16.40,1.27,193,1
40.882176,28.044941,0.12,0.12,90,15.469,0.055,15.101,0.087,15.007,0.114,222,111,000,0,112500885909,17.00,15.70,0.81,226,1
44.061174,25.606525,0.17,0.14,90,15.357,0.054,14.607,0.062,14.179,0.074,222,111,000,0,112500956402,20.30,17.50,0.86,42,1
40.504289,29.758604,0.20,0.12,90,15.569,0.058,14.780,0.068,14.806,0.104,222,111,000,0,112500877970,19.10,17.10,0.43,157,1
41.634873,25.861044,0.13,0.13,90,16.055,0.073,15.353,0.095,15.368,0.147,222,111,000,0,112500901761,19.50,17.80,0.13,80,1
346.081528,24.681433,0.12,0.12,0,12.978,0.031,12.454,0.031,12.318,0.033,222,111,000,0,112519934626,17.10,14.70,0.79,329,1
345.564748,28.125580,0.12,0.12,90,14.827,0.041,14.372,0.049,14.214,0.064,222,111,000,0,112519917089,17.20,15.90,0.34,119,1
346.060096,29.102379,0.12,0.12,90,15.777,0.068,15.038,0.085,14.705,0.096,222,111,000,0,112519933889,20.40,17.60,0.38,69,1
40.310858,28.980871,0.14,0.12,90,14.273,0.036,13.909,0.045,13.908,0.051,222,111,000,0,112500873917,16.60,14.90,0.62,108,1
40.728783,28.739998,0.13,0.13,90,16.096,0.090,15.310,0.116,15.504,0.177,222,111,000,0,,,,,,0
40.924544,24.103531,0.12,0.12,90,6.397,0.023,5.718,0.015,5.541,0.015,111,000,000,0,T1768-00076-1,11.11,9.29,0.07,347,2
42.823245,29.317352,0.17,0.16,0,16.330,0.090,15.427,0.105,15.510,0.178,222,111,000,0,112500927999,21.10,18.90,1.64,359,1
40.851883,24.955648,0.19,0.12,0,15.260,0.051,14.863,0.074,14.827,0.088,222,111,000,0,112500885293,17.90,16.30,0.39,165,1
346.608946,29.082630,0.13,0.12,176,15.876,0.075,15.190,0.099,14.976,0.123,222,111,000,0,,,,,,0
106.711791,21.927980,0.12,0.12,90,13.053,0.032,12.794,0.031,12.726,0.033,222,111,000,0,105004886412,15.10,13.30,0.54,250,1
40.052310,25.553501,0.30,0.24,95,16.486,0.111,15.897,0.173,15.776,0.209,222,111,000,0,112500868481,20.20,18.30,0.44,195,1
346.263230,26.696218,0.12,0.12,90,15.128,0.044,14.467,0.053,14.400,0.068,222,111,000,0,112519940965,19.30,16.50,0.80,123,1
40.646357,25.824181,0.15,0.12,0,12.224,0.028,11.598,0.034,11.482,0.031,222,111,000,0,112500880958,16.20,13.40,1.22,100,1
106.412350,18.437712,0.23,0.12,90,14.966,0.041,14.595,0.058,14.662,0.075,222,111,000,0,105004861033,16.90,15.80,0.50,149,1
41.613678,27.651581,0.13,0.13,90,16.097,0.075,15.158,0.088,15.099,0.112,222,111,000,0,112500901279,20.30,17.50,0.69,238,1
40.641500,23.903120,0.30,0.12,0,15.739,0.065,14.928,0.078,14.847,0.106,222,111,000,0,,,,,,0
42.518481,26.656559,0.19,0.12,0,10.058,0.027,9.504,0.032,9.356,0.031,222,111,000,0,112500921148,14.00,11.40,0.45,235,1
42.203745,27.021465,0.17,0.12,0,14.678,0.039,14.142,0.046,14.149,0.058,222,111,000,0,112500914270,17.00,15.70,0.50,166,1
345.082997,27.675283,0.12,0.12,90,16.033,0.084,15.464,0.105,14.886,0.105,222,111,000,0,,,,,,0
41.127732,25.088678,0.36,0.12,90,14.729,0.037,14.366,0.053,14.194,0.057,222,111,000,0,112500891010,18.10,15.90,0.24,188,1
346.059441,24.928188,0.12,0.12,90,14.519,0.038,14.191,0.046,13.962,0.055,222,111,000,0,112519933872,17.30,16.00,0.09,13,1
43.168186,28.960337,0.12,0.12,90,14.588,0.039,13.866,0.039,13.677,0.042,222,111,000,0,112500935728,19.60,16.30,0.25,336,1
41.034910,26.939543,0.12,0.12,90,14.222,0.035,13.982,0.046,13.825,0.048,222,111,000,0,112500889116,16.40,14.80,0.59,223,1
42.521771,27.250521,0.12,0.12,90,14.946,0.035,14.652,0.060,14.566,0.080,222,111,000,0,,,,,,0
347.035393,29.357693,0.30,0.25,98,16.157,0.093,15.585,0.145,15.547,0.187,222,111,000,0,112519966641,18.80,16.90,1.58,32,1
345.869136,28.176962,0.15,0.15,90,14.755,9.999,14.378,0.053,14.535,9.999,020,010,000,0,112519927583,17.20,17.20,0.92,122,1
347.037009,25.747023,0.14,0.13,135,15.941,0.082,15.176,0.124,15.027,0.129,222,111,000,0,112519966687,20.00,17.90,0.62,59,1
347.173080,28.020529,0.12,0.12,90,13.267,0.033,12.837,0.036,12.724,0.037,222,111,000,0,112519970975,16.10,14.70,0.65,89,1
344.812310,24.431406,0.31,0.26,98,16.796,0.169,15.876,0.152,15.707,0.190,222,111,000,0,112519890629,20.40,18.00,0.81,47,1
344.426696,24.286198,0.13,0.12,0,14.573,0.044,14.106,0.046,13.979,0.055,222,111,000,0,112519876869,17.30,15.60,0.10,322,1
345.279774,29.925116,0.16,0.16,90,16.280,0.104,15.383,0.110,15.502,0.171,222,111,000,0,112519907190,20.40,18.00,0.31,252,1
39.980649,23.962065,0.18,0.16,99,16.393,0.106,15.523,0.123,15.418,0.156,222,111,000,0,,,,,,0
344.873689,25.215252,0.12,0.12,90,14.533,0.039,14.117,0.044,14.020,0.051,222,111,000,0,112519892816,17.30,15.60,0.29,232,1
40.138394,28.354624,0.17,0.12,0,13.824,0.033,13.491,0.036,13.379,0.039,222,111,000,0,112500870304,16.10,14.60,0.59,170,1
40.474436,28.444345,0.23,0.19,178,16.204,0.092,15.545,0.133,15.352,0.151,222,111,000,0,112500877367,19.60,17.10,0.77,182,1
40.514906,25.682337,0.16,0.12,90,15.531,0.057,14.967,0.080,14.728,0.090,222,111,000,0,112500878200,20.80,18.10,0.43,155,1
344.099463,27.121979,0.12,0.12,0,13.369,0.036,12.961,0.036,12.939,0.036,222,111,000,0,112519865008,16.10,14.50,1.34,168,1
40.584963,24.962378,0.23,0.21,10,16.856,0.160,15.785,0.152,15.254,0.136,222,111,000,0,,,,,,0
344.273401,28.207918,0.12,0.12,90,15.421,0.061,14.970,0.076,14.778,0.093,222,111,000,0,112519871336,18.20,16.60,0.61,50,1
40.616439,25.553797,0.12,0.12,90,14.646,0.037,14.255,0.049,14.190,0.055,222,111,000,0,112500880301,18.20,15.60,0.46,160,1
344.064692,25.553177,0.14,0.12,0,12.830,0.036,12.132,0.033,11.993,0.033,222,111,000,0,112519863719,17.40,14.80,0.42,216,1
344.152787,26.254896,0.18,0.16,93,16.635,0.146,15.439,0.114,15.373,0.160,222,111,000,0,112519866901,21.00,18.50,0.53,115,1
344.254072,25.868372,0.29,0.27,175,17.058,0.226,16.094,0.193,15.258,0.151,222,111,000,0,,,,,,0
345.749533,27.270020,0.12,0.12,90,13.646,0.031,13.143,0.035,12.995,0.038,222,111,000,0,112519923404,16.60,14.90,0.31,147,1
344.836647,27.674616,0.12,0.12,0,13.841,0.037,13.470,0.039,13.387,0.040,222,111,000,0,112519891479,16.10,15.10,0.52,182,1
40.877584,29.567799,0.24,0.21,176,16.374,0.109,15.581,0.131,15.188,0.128,222,111,000,0,,,,,,0
40.055618,24.905746,0.23,0.17,88,16.064,0.084,15.541,0.115,15.219,0.133,222,111,000,0,,,,,,0
344.478247,24.493975,0.13,0.12,0,14.922,0.045,14.470,0.057,14.402,0.068,222,111,000,0,112519878678,17.70,15.90,0.67,52,1
345.016030,27.431820,0.12,0.12,90,14.831,0.042,14.127,0.046,14.149,0.055,222,111,000,0,112519897903,17.60,15.80,0.77,157,1
344.136358,28.159924,0.12,0.12,90,13.457,0.044,12.732,0.042,12.465,0.038,222,111,000,0,112519866328,17.40,15.20,0.94,28,1
344.194856,26.493469,0.14,0.12,0,11.860,0.035,11.484,0.035,11.393,0.032,222,111,000,0,112519868395,15.10,13.10,1.04,205,1
344.407873,26.919394,0.13,0.12,0,13.480,0.033,13.137,0.036,13.026,0.037,222,111,000,0,112519876234,16.30,14.50,0.74,94,1
344.356820,27.571524,0.29,0.25,0,16.175,0.101,16.091,0.201,16.773,9.999,220,110,000,0,112519874378,18.20,17.10,0.90,162,1
344.578454,29.987583,0.12,0.12,90,13.140,0.032,12.783,0.033,12.761,0.035,222,111,000,0,112519882160,15.90,14.40,0.14,53,1
344.499101,26.542240,0.14,0.12,0,15.077,0.049,14.451,0.058,14.226,0.060,222,111,000,0,112519879422,20.70,17.80,1.29,183,1
345.358574,26.791798,0.27,0.25,45,16.432,0.116,15.539,0.117,15.842,0.250,222,111,000,0,112519909842,19.40,17.60,1.07,162,1
40.365800,25.030554,0.13,0.12,0,15.835,0.072,15.106,0.086,14.865,0.103,222,111,000,0,,,,,,0
40.441104,25.395855,0.14,0.12,90,12.853,0.027,12.367,0.033,12.273,0.032,222,111,000,0,112500876701,16.30,13.70,0.14,246,1
344.545573,29.374149,0.12,0.12,90,15.875,0.087,15.140,0.091,14.539,0.082,222,111,000,0,112519880993,18.80,17.00,0.25,173,1
344.174289,26.474766,0.14,0.13,0,15.436,0.058,14.944,0.076,15.925,0.285,222,112,000,0,112519867669,17.20,15.30,0.68,0,1
40.989200,25.755402,0.30,0.28,97,16.447,0.114,15.917,0.168,15.783,0.197,222,111,000,0,112500888145,21.10,19.00,0.31,9,1
41.532639,25.333490,0.25,0.21,70,16.142,0.083,15.815,0.137,15.413,0.144,222,111,000,0,112500899574,19.10,17.60,0.89,197,1
41.005384,29.920210,0.12,0.12,90,13.542,0.028,13.242,0.033,13.094,0.033,222,111,000,0,112500888511,16.20,14.50,0.55,168,1
42.931184,29.248741,0.12,0.12,90,13.797,0.029,13.280,0.036,13.226,0.038,222,111,000,0,112500930390,16.60,14.60,0.54,223,1
106.722705,21.161114,0.27,0.21,95,16.285,0.106,15.679,0.146,15.674,0.176,222,111,000,0,105004887296,18.10,16.80,0.14,109,1
106.436754,18.202579,0.32,0.29,97,16.431,0.112,16.228,0.202,15.473,9.999,220,110,000,0,105004863133,18.30,17.50,0.31,116,1
40.890141,28.019995,0.12,0.12,90,14.409,0.033,13.930,0.044,13.818,0.045,222,111,000,0,112500886091,17.40,15.40,1.24,217,1
42.545247,29.816076,0.14,0.12,90,11.043,0.030,10.642,0.031,10.529,0.031,222,111,000,0,112500921718,13.70,12.00,0.55,101,1
42.215687,28.685467,0.18,0.12,0,15.396,0.050,14.636,0.055,14.554,0.074,222,111,000,0,112500914505,19.90,17.00,1.71,295,1
106.644547,18.065788,0.14,0.12,0,14.693,0.038,14.262,0.049,14.080,0.057,222,111,000,0,105004880888,17.30,15.70,0.50,131,1
41.506739,29.212736,0.22,0.20,73,16.491,0.108,15.740,0.130,15.468,0.163,222,111,000,0,,,,,,0
346.251110,25.806332,0.23,0.22,6,16.688,0.147,15.837,0.162,15.378,0.151,222,111,000,0,,,,,,0
42.199593,24.891642,0.13,0.12,0,14.003,0.032,13.647,0.036,13.496,0.040,222,111,000,0,112500914176,17.30,14.60,0.07,286,1
345.743349,24.216816,0.13,0.13,90,16.040,0.089,15.305,0.114,15.116,0.125,222,111,000,0,112519923191,21.10,18.70,0.57,180,1
44.046007,29.833319,0.33,0.31,94,16.310,0.116,15.747,0.170,15.484,0.207,222,111,000,0,112500956044,18.60,17.20,0.25,201,1
40.502627,29.243711,0.25,0.23,74,16.164,0.097,15.540,0.121,15.698,0.202,222,111,000,0,112500877941,18.90,16.70,0.09,338,1
105.900434,22.956532,0.31,0.27,92,16.306,0.102,16.112,0.214,15.889,0.233,222,111,000,0,112504883434,18.70,17.20,0.70,32,1
40.929924,28.454699,0.12,0.12,90,14.583,0.042,13.922,0.040,13.698,0.048,222,111,000,0,112500886915,19.30,16.20,0.59,199,1
41.179612,28.521870,0.29,0.13,0,13.940,0.029,13.600,0.037,13.538,0.042,222,111,000,0,112500892014,16.20,14.40,0.51,178,1
40.350354,29.507750,0.30,0.28,164,16.395,0.112,16.121,0.209,15.594,0.185,222,111,000,0,112500874784,19.20,17.40,0.31,157,1
42.895929,26.736366,0.12,0.12,90,13.171,0.031,12.600,0.031,12.483,0.035,222,111,000,0,112500929587,16.50,14.20,1.23,232,1
346.151124,27.255894,0.13,0.13,90,15.839,0.070,15.215,0.096,15.290,0.144,222,111,000,0,112519937064,18.70,16.80,0.75,76,1
40.825625,24.085039,0.12,0.12,90,15.045,0.050,14.275,0.058,14.055,0.053,222,111,000,0,112500884718,20.10,16.60,0.35,85,1
40.947997,27.658226,0.22,0.20,55,16.221,0.086,15.728,0.142,15.548,0.159,222,111,000,0,112500887272,19.30,17.10,0.46,230,1
42.825701,24.940432,0.15,0.12,90,15.309,0.047,14.598,0.057,14.405,0.067,222,111,000,0,112500928053,20.80,18.10,0.97,291,1
42.303417,26.977022,0.13,0.12,0,14.573,0.038,14.209,0.048,14.093,0.056,222,111,000,0,112500916475,17.10,15.40,0.67,235,1
41.078306,26.397388,0.25,0.15,0,16.095,0.080,16.049,0.182,15.533,9.999,220,110,000,0,112500890006,18.20,17.00,0.12,159,1
40.897803,28.937450,0.27,0.22,96,16.349,0.098,15.807,0.154,15.632,0.179,222,111,000,0,112500886250,20.60,17.70,1.07,165,1
106.139355,19.554541,0.13,0.13,90,14.133,0.030,17.611,9.999,13.303,0.039,202,101,000,0,105004836943,18.30,15.90,0.09,343,1
42.463862,29.392279,0.12,0.12,90,15.198,0.046,14.512,0.055,14.233,0.062,222,111,000,0,112500920004,21.00,17.60,0.76,33,1
41.279059,25.452896,0.21,0.21,48,16.651,0.132,15.282,9.999,15.456,0.168,202,101,000,0,,,,,,0
44.095577,25.510302,0.14,0.12,0,11.461,0.028,10.860,0.057,10.787,0.021,222,111,000,0,112500957233,14.90,12.60,0.26,234,1
41.136570,27.172920,0.12,0.12,90,15.659,0.059,15.137,0.086,14.861,0.100,222,111,000,0,112500891162,20.10,18.50,2.08,264,1
40.512415,25.874107,0.23,0.21,45,16.540,0.128,15.846,0.159,15.650,0.209,222,111,000,0,,,,,,0
105.998145,21.281773,0.16,0.12,0,15.375,0.052,14.958,0.077,14.996,0.110,222,111,000,0,105004824343,17.50,16.40,0.44,147,1
346.457143,24.668924,0.19,0.12,0,15.604,0.060,15.009,0.090,14.863,0.107,222,111,000,0,112519947456,19.80,17.50,0.73,55,1
345.467227,28.968893,0.12,0.12,90,15.242,0.053,14.882,0.069,14.666,0.079,222,111,000,0,112519913683,17.50,16.20,0.68,95,1
42.933172,25.873568,0.23,0.21,151,16.685,0.131,15.883,0.161,15.233,9.999,220,110,000,0,,,,,,0
344.211190,25.011690,0.18,0.16,94,16.299,0.121,15.494,0.123,15.229,0.139,222,111,000,0,112519868996,21.10,19.00,0.56,351,1
345.633932,24.167353,0.27,0.25,52,16.274,0.101,15.638,0.134,15.783,0.234,222,111,000,0,112519919494,18.90,17.20,1.16,55,1
344.804959,24.911343,0.14,0.13,0,15.870,0.081,15.345,0.100,15.293,0.142,222,111,000,0,112519890311,18.70,16.80,0.63,257,1
42.109878,23.928108,0.28,0.13,0,15.729,0.056,15.157,0.084,15.109,0.125,222,111,000,0,112500912166,18.30,16.40,0.30,29,1
344.267600,25.874573,0.12,0.12,90,14.975,0.046,14.555,0.062,14.592,0.080,222,111,000,0,112519871121,17.10,15.90,0.57,159,1
344.258826,27.453278,0.22,0.21,20,16.578,0.134,15.723,0.133,15.578,0.185,222,111,000,0,,,,,,0
344.172232,23.879097,0.12,0.12,90,13.368,0.035,13.044,0.034,12.933,0.035,222,111,000,0,112519867597,16.50,14.60,0.65,89,1
344.091493,29.871334,0.12,0.12,0,14.510,0.045,13.836,0.045,13.697,0.049,222,111,000,0,112519864733,17.90,16.10,0.46,22,1
41.386471,28.924271,0.15,0.13,0,15.479,0.050,14.790,0.062,14.658,0.078,222,111,000,0,112500896496,20.90,19.00,0.71,322,1
344.394068,29.750107,0.27,0.26,56,16.721,0.161,15.782,0.154,15.666,0.206,222,111,000,0,,,,,,0
345.532950,28.218016,0.12,0.12,90,15.366,0.058,14.844,0.074,14.841,0.113,222,111,SSS,0,112519915945,18.30,16.50,0.41,176,1
344.462657,29.594524,0.13,0.13,90,15.679,0.071,15.206,0.088,15.154,0.134,222,111,000,0,112519878131,18.60,17.10,0.48,146,1
346.672175,27.585501,0.21,0.15,2,16.104,0.090,15.535,9.999,15.739,0.216,202,101,000,0,112519954560,18.40,16.80,0.91,85,1
344.742526,26.870708,0.24,0.22,175,16.121,0.093,15.919,0.171,15.578,0.195,222,111,000,0,112519888009,18.60,17.20,1.02,175,1
40.764907,25.475180,0.29,0.28,110,16.608,0.122,15.879,0.163,15.733,0.211,222,111,000,0,,,,,,0
344.566723,24.531509,0.26,0.21,2,16.820,0.179,15.818,0.140,15.721,9.999,220,110,000,0,112519881729,20.00,18.10,0.71,357,1
344.991280,26.971170,0.13,0.13,90,15.990,0.088,15.363,0.097,15.430,0.161,222,111,000,0,,,,,,0
346.856785,29.527229,0.15,0.12,90,13.995,0.035,13.588,0.038,13.478,0.044,222,111,000,0,112519960652,16.80,15.40,0.28,98,1
345.148386,28.027594,0.22,0.21,110,16.592,0.132,15.947,0.168,15.917,9.999,220,110,000,0,112519902523,18.80,17.50,0.50,125,1
344.790409,27.273384,0.14,0.12,0,10.918,0.035,10.606,0.033,10.579,0.031,222,111,000,0,112519889817,12.80,11.80,0.41,221,1
344.085434,27.150976,0.12,0.12,0,14.682,0.042,14.330,0.052,14.253,0.066,222,111,000,0,112519864496,16.90,15.60,1.25,151,1
41.459331,28.368593,0.12,0.12,90,15.159,0.042,14.838,0.064,14.688,0.092,222,111,000,0,112500898006,17.80,16.20,1.00,204,1
344.513314,25.039490,0.23,0.21,94,16.732,0.153,15.948,0.175,15.664,9.999,220,110,000,0,,,,,,0
344.939612,28.032425,0.12,0.12,90,11.717,0.032,11.287,0.033,11.282,0.032,222,111,000,0,112519895292,13.90,12.80,0.87,228,1
344.924175,24.842415,0.13,0.13,90,15.927,0.080,15.502,0.111,15.069,0.109,222,111,000,0,112519894745,20.00,17.30,0.37,61,1
345.700837,25.474674,0.12,0.12,90,12.626,0.029,12.250,0.031,12.177,0.031,222,111,000,0,112519921727,15.90,14.20,0.47,59,1
41.009324,29.367670,0.15,0.15,90,15.959,0.075,15.925,0.175,15.389,0.141,222,111,000,0,112500888598,18.50,16.70,0.43,163,1
41.430395,26.832357,0.26,0.16,178,16.244,0.093,15.470,0.115,15.079,0.116,222,111,000,0,,,,,,0
344.089349,29.888891,0.13,0.13,0,15.591,0.067,15.478,0.114,15.373,0.163,222,111,000,0,112519864634,17.40,16.40,0.38,31,1
345.040886,26.339500,0.12,0.12,90,15.560,0.067,14.854,0.070,14.618,0.079,222,111,000,0,112519898747,19.50,17.10,0.75,111,1
344.311331,26.514404,0.12,0.12,90,13.409,0.036,13.096,0.037,13.083,0.039,222,111,000,0,112519872716,15.80,14.20,0.77,146,1
345.180525,24.208879,0.12,0.12,0,15.311,0.057,14.622,0.061,14.511,0.076,222,111,000,0,112519903692,19.60,16.80,0.52,84,1
344.546111,26.990137,0.22,0.12,0,13.267,0.036,13.043,0.037,12.936,0.037,222,111,000,0,112519881019,15.80,14.30,0.70,152,1
345.924020,28.496531,0.12,0.12,90,10.695,0.030,10.137,0.034,9.836,0.032,222,111,000,0,112519929434,17.60,14.70,4.18,161,1
40.421798,26.388771,0.16,0.13,90,15.841,0.066,15.295,0.101,15.433,0.147,222,111,000,0,112500876324,18.10,16.60,0.58,168,1
41.276102,25.864695,0.13,0.12,0,7.639,0.015,7.146,0.015,6.992,0.015,111,000,000,0,T1772-00575-1,11.21,9.93,0.08,218,1
41.056866,25.126934,0.36,0.12,90,13.337,0.027,12.854,0.033,12.731,0.031,222,111,000,0,112500889553,16.80,14.30,0.48,232,1
42.236369,28.042559,0.13,0.13,90,15.859,0.068,15.202,0.086,15.079,0.121,222,111,000,0,112500914939,20.20,17.40,0.70,209,1
106.655997,17.924990,0.13,0.13,90,15.742,0.063,15.439,0.100,15.314,0.144,222,111,000,0,105004881872,17.10,16.60,0.38,198,1
346.141520,26.891991,0.15,0.12,90,15.903,0.080,15.269,0.098,15.002,0.119,222,111,000,0,112519936701,20.30,17.50,0.11,112,1
40.929868,29.654831,0.12,0.12,90,16.090,0.083,15.384,0.109,15.013,0.101,222,111,000,0,,,,,,0
106.615426,22.217951,0.31,0.28,82,16.765,0.140,15.979,0.155,15.872,0.219,222,111,000,0,,,,,,0
346.641979,25.993729,0.15,0.12,0,14.822,0.041,14.032,0.046,13.866,0.055,222,111,000,0,112519953575,20.80,18.00,2.01,61,1
42.260318,29.104530,0.12,0.12,90,13.807,0.030,13.162,0.032,12.936,0.037,222,111,000,0,112500915502,19.40,16.40,1.96,350,1
42.176506,28.124344,0.12,0.12,90,15.693,0.059,15.014,0.069,14.917,0.096,222,111,000,0,112500913652,20.40,17.80,0.91,217,1
41.360012,27.288233,0.25,0.23,165,16.830,0.144,16.034,0.182,15.230,0.128,222,111,000,0,,,,,,0
346.874880,26.533701,0.12,0.12,90,11.779,0.033,11.172,0.032,11.094,0.032,222,111,000,0,112519961222,15.50,13.60,0.72,75,1
106.019247,23.927402,0.33,0.30,110,16.463,0.129,16.347,9.999,15.759,0.223,202,101,000,0,112504890458,20.40,17.90,0.27,180,1
41.232174,26.099508,0.24,0.22,87,16.539,0.118,15.825,0.153,15.561,0.180,222,111,000,0,112500893118,20.90,18.30,0.78,184,1
105.943549,18.882523,0.18,0.17,90,16.381,0.162,15.437,0.112,15.358,0.198,222,111,000,0,105004819376,14.50,13.00,4.76,214,1
40.718795,24.284103,0.23,0.12,0,13.157,0.032,12.551,0.030,12.438,0.029,222,111,000,0,112500882510,17.70,14.50,0.58,133,1
346.343626,28.697210,0.29,0.29,53,16.903,0.182,15.982,0.181,15.833,0.243,222,111,000,0,,,,,,0
41.563618,25.676924,0.23,0.13,0,15.091,0.042,14.504,0.054,14.249,0.067,222,111,000,0,112500900248,20.80,17.90,3.24,20,1
42.242101,26.233578,0.27,0.24,71,16.503,0.114,15.667,0.123,15.753,0.219,222,111,000,0,,,,,,0
42.359482,24.446360,0.13,0.12,0,15.792,0.067,15.136,0.084,14.827,0.094,222,111,000,0,112500917732,21.00,18.30,0.34,121,1
41.069771,28.750547,0.42,0.12,0,16.090,0.092,15.504,0.125,14.603,0.089,222,111,000,0,112500889823,20.40,17.20,0.88,171,1
346.275287,27.575268,0.21,0.20,45,16.155,0.087,15.622,0.133,15.495,0.167,222,111,000,0,,,,,,0
43.093849,24.777361,0.18,0.12,0,14.364,0.035,13.652,0.039,13.479,0.044,222,111,000,0,112500934125,18.40,16.10,0.70,59,1
40.495511,25.901546,0.17,0.12,90,14.146,0.029,13.542,0.037,13.254,0.039,222,111,000,0,112500877799,19.50,16.30,0.88,279,1
41.156362,28.208878,0.16,0.13,0,15.637,0.061,15.211,0.082,15.349,0.139,222,111,000,0,112500891536,18.30,16.60,1.06,197,1
346.957301,27.234560,0.12,0.12,90,13.000,0.031,12.627,0.036,12.510,0.033,222,111,000,0,112519964092,15.80,13.70,1.04,80,1
41.320666,26.911156,0.21,0.12,0,15.061,0.045,14.633,0.059,14.476,0.076,222,111,000,0,112500895029,17.60,16.00,0.51,230,1
347.160687,24.258072,0.25,0.24,115,16.351,0.108,15.867,0.169,15.386,0.166,222,111,000,0,112519970597,20.00,17.50,0.50,24,1
43.196129,29.175322,0.12,0.12,90,13.565,0.033,13.155,0.031,13.125,0.034,222,111,000,0,112500936393,16.10,14.00,0.79,178,1
42.570627,25.611584,0.13,0.12,0,14.964,0.040,14.289,0.046,14.074,0.058,222,111,000,0,112500922297,21.00,17.80,0.80,77,1
346.057819,28.775166,0.25,0.21,93,16.403,0.112,15.675,0.134,15.482,0.168,222,111,000,0,112519933826,20.90,17.90,1.00,144,1
41.344724,29.386129,0.34,0.30,175,16.795,0.148,15.952,0.162,15.669,0.190,222,111,000,0,112500895597,20.50,17.60,1.02,64,1
106.050728,18.303885,0.12,0.12,90,15.350,0.050,14.820,0.073,14.818,0.093,222,111,000,0,105004828997,17.30,16.00,0.94,243,2
40.646305,28.000107,0.13,0.12,0,14.895,0.037,14.424,0.056,14.390,0.066,222,111,000,0,112500880946,17.60,16.10,1.06,197,1
42.940707,26.438759,0.25,0.23,6,16.640,0.129,15.928,0.171,15.745,9.999,220,110,000,0,112500930613,20.80,18.90,0.87,222,1
344.595584,29.051985,0.23,0.21,94,16.493,0.121,15.995,0.176,15.453,0.159,222,111,000,0,112519882799,18.80,17.30,0.78,125,1
344.896976,29.033695,0.13,0.12,90,12.724,0.033,12.149,0.037,12.005,0.043,222,111,000,0,112519893722,15.90,13.90,2.32,162,1
41.540746,26.091969,0.17,0.16,0,15.591,0.054,15.213,0.083,15.096,0.112,222,111,000,0,112500899747,18.40,16.90,0.46,200,1
344.819155,27.681591,0.30,0.24,81,16.855,0.182,15.983,0.167,15.825,0.232,222,111,000,0,,,,,,0
345.167418,29.893505,0.26,0.23,2,16.918,0.185,15.862,9.999,15.325,0.152,202,101,000,0,112519903204,20.90,18.20,0.40,129,1
345.246346,27.185305,0.13,0.13,90,16.065,0.086,15.289,0.100,15.481,0.163,222,111,000,0,112519906021,18.30,16.70,0.63,78,1
345.698608,26.378927,0.12,0.12,90,15.360,0.049,14.612,0.058,14.555,0.079,222,111,000,0,112519921646,20.10,17.50,0.86,103,1
41.612480,28.392693,0.12,0.12,0,13.028,0.028,12.642,0.035,12.611,0.032,222,111,000,0,112500901261,15.30,13.60,1.34,8,1
344.693131,27.796665,0.19,0.19,0,16.328,0.106,15.686,0.125,15.193,0.147,222,111,000,0,,,,,,0
346.026966,29.806683,0.17,0.17,90,16.219,0.097,15.420,0.114,15.499,0.174,222,111,000,0,112519932820,20.90,18.40,0.21,266,1
344.520300,26.769524,0.18,0.12,0,14.606,0.040,14.082,0.047,13.950,0.054,222,111,000,0,112519880167,17.70,15.90,0.92,132,1
344.085496,24.548454,0.26,0.23,2,16.897,0.192,15.810,0.154,15.603,0.192,222,111,000,0,,,,,,0
344.992025,26.127907,0.12,0.12,90,15.836,0.074,15.212,0.089,14.795,0.098,222,111,000,0,,,,,,0
