ra,dec,err_maj,err_min,err_ang,j_m,j_msig,h_m,h_msig,k_m,k_msig,rd_flg,bl_flg,cc_flg,extd_flg,id_opt,b_m_opt,r_m_opt,dist_opt,phi_opt,nopt_mchs
344.211767,26.319313,0.13,0.13,90,15.794,0.073,15.249,0.092,15.422,0.158,222,111,000,0,112519869022,17.90,16.30,0.73,129,1
344.343412,28.491638,0.13,0.12,0,10.379,0.034,10.135,0.033,10.063,0.032,222,111,000,0,112519873868,11.70,11.90,0.88,103,1
344.568598,23.902922,0.12,0.12,90,15.467,0.064,14.915,0.078,14.819,0.095,222,111,000,0,112519881801,18.20,16.40,0.28,203,1
344.566771,26.977844,0.22,0.13,0,15.349,0.056,15.049,0.081,15.223,0.141,222,111,000,0,112519881748,17.60,16.20,0.92,139,1
344.204835,27.512432,0.20,0.18,89,16.166,0.109,15.778,0.141,15.230,0.141,222,111,000,0,112519868765,19.80,17.70,1.24,149,1
344.737868,26.245165,0.12,0.12,90,14.794,0.042,14.482,0.052,14.429,0.062,222,111,000,0,112519887846,17.00,15.60,0.55,133,1
344.838627,27.320166,0.14,0.12,0,15.223,0.051,14.739,0.067,14.717,0.097,222,111,000,0,112519891554,17.80,16.30,0.34,190,1
345.113970,24.033224,0.12,0.12,90,15.267,0.050,14.563,0.056,14.443,0.073,222,111,000,0,112519901333,18.90,16.70,0.42,50,1
345.007023,25.860041,0.13,0.13,90,15.812,0.076,15.146,0.086,15.194,0.131,222,111,000,0,112519897629,19.50,16.90,0.15,118,1
345.070029,27.598604,0.32,0.27,62,16.457,0.119,15.898,0.158,15.863,0.238,222,111,000,0,,,,,,0
345.207267,27.194189,0.16,0.15,45,16.092,0.087,15.775,0.165,15.241,0.138,222,111,000,0,112519904640,20.70,17.90,0.39,100,1
345.232824,25.278322,0.12,0.12,90,14.141,0.041,13.802,0.050,13.677,0.056,222,111,000,0,112519905560,17.00,15.20,0.15,274,1
344.272710,26.511307,0.13,0.13,90,15.884,0.088,15.344,0.102,15.383,0.155,222,111,000,0,112519871307,18.50,16.60,0.58,118,1
345.306880,29.784365,0.22,0.20,85,16.745,0.147,15.909,0.165,15.279,9.999,220,110,000,0,,,,,,0
344.445752,26.767632,0.17,0.16,6,16.864,0.182,15.916,0.157,15.012,0.119,222,111,000,0,112519877544,20.20,18.00,1.24,151,1
345.657310,24.870911,0.12,0.12,90,15.342,0.050,14.849,0.071,14.762,0.089,222,111,000,0,112519920285,19.00,16.90,0.02,118,1
345.765436,26.833406,0.12,0.12,90,15.122,0.049,14.707,0.071,14.260,0.069,222,111,000,0,112519924016,20.30,18.40,1.49,10,1
345.936436,24.159161,0.12,0.12,90,12.248,0.027,11.565,0.031,11.401,0.031,222,111,000,0,112519929807,16.90,14.50,3.72,205,1
345.792867,29.977011,0.12,0.12,90,13.332,0.028,12.943,0.035,12.819,0.034,222,111,000,0,112519924938,16.20,14.70,0.55,250,1
344.621974,26.418228,0.13,0.13,90,15.642,0.065,15.150,0.088,15.441,0.153,222,111,000,0,112519883737,17.90,16.40,0.59,107,1
344.781361,27.065298,0.14,0.12,0,14.946,0.050,14.550,0.057,14.532,0.079,222,111,000,0,112519889496,17.20,15.60,0.40,139,1
345.924653,26.888708,0.12,0.12,90,15.315,0.052,14.617,0.067,14.377,0.074,222,111,000,0,,,,,,0
344.878345,29.773649,0.14,0.13,0,15.662,0.063,15.292,0.104,15.495,0.171,222,111,000,0,112519893000,18.10,16.70,0.34,62,1
344.891360,28.178885,0.13,0.13,90,15.897,0.075,15.268,0.093,15.247,0.141,222,111,000,0,112519893513,20.40,17.40,0.70,196,1
346.173958,24.101019,0.21,0.21,90,14.236,0.034,13.787,0.038,13.641,0.045,222,111,000,0,112519937885,17.30,15.60,0.46,66,1
346.084847,29.479704,0.12,0.12,0,14.110,0.034,13.557,0.040,13.437,0.042,222,111,000,0,112519934756,17.40,15.50,0.37,102,1
345.101050,28.653055,0.12,0.12,90,12.850,0.035,12.577,0.035,12.424,0.033,222,111,000,0,112519900887,15.40,14.30,1.00,103,1
346.185952,29.114592,0.13,0.12,0,12.143,0.026,11.819,0.030,11.766,0.031,222,111,000,0,112519938295,15.00,13.60,1.53,238,1
346.218356,25.618559,0.12,0.12,90,9.618,0.030,9.052,0.031,8.917,0.029,212,101,000,0,112519939449,13.60,12.00,0.50,29,1
345.361586,25.367807,0.15,0.12,0,14.752,0.045,14.125,0.050,13.842,0.049,222,111,000,0,112519909942,20.90,18.20,0.54,281,1
345.140118,24.641361,0.19,0.18,107,16.284,0.104,15.644,0.133,15.271,0.141,222,111,000,0,,,,,,0
346.584791,28.644379,0.13,0.12,0,14.440,0.034,14.111,0.045,14.064,0.051,222,111,000,0,112519951672,17.10,15.80,0.87,179,1
345.505648,29.770481,0.12,0.12,90,15.247,0.055,14.715,0.060,14.409,0.068,222,111,000,0,112519914967,20.20,17.60,0.15,348,1
345.501523,24.162361,0.33,0.13,0,15.866,0.069,15.335,0.107,15.067,0.123,222,111,000,0,112519914829,18.60,17.00,0.20,88,1
40.716503,29.783821,0.24,0.13,0,15.499,0.058,15.186,0.097,15.020,0.118,222,111,000,0,112500882467,18.30,16.40,0.71,168,1
345.944733,25.377659,0.23,0.23,13,16.468,0.119,15.762,0.152,15.503,0.179,222,111,000,0,,,,,,0
344.456009,25.098331,0.20,0.12,0,15.111,0.047,14.627,0.062,14.447,0.071,222,111,000,0,112519877912,18.30,16.50,0.65,78,1
344.424865,23.905403,0.29,0.25,45,16.426,0.128,15.815,0.143,15.819,0.266,222,111,000,0,112519876805,19.70,17.80,0.76,201,1
344.107625,25.259409,0.13,0.12,0,15.404,0.061,14.820,0.065,14.600,0.082,222,111,000,0,112519865310,19.80,17.40,0.47,95,1
344.338170,28.809263,0.12,0.12,90,13.619,0.034,13.232,0.040,13.089,0.036,222,111,000,0,112519873667,16.00,15.10,0.31,105,1
344.440134,29.718367,0.18,0.15,12,15.958,0.085,15.690,0.140,15.378,0.157,222,111,000,0,112519877337,18.60,17.20,0.48,41,1
344.600471,28.736078,0.26,0.22,98,16.491,0.132,15.862,0.145,15.597,0.197,222,111,000,0,112519882982,19.00,17.40,0.59,153,1
344.529492,29.397802,0.24,0.23,45,16.198,0.107,15.935,0.159,15.647,0.196,222,111,000,0,112519880472,18.80,17.30,1.01,141,1
344.605144,25.382162,0.23,0.23,90,16.560,0.138,15.984,0.173,15.562,0.189,222,111,000,0,112519883167,21.00,18.30,0.50,211,1
344.841740,28.143669,0.12,0.12,90,15.369,0.055,14.669,0.062,14.325,0.069,222,111,000,0,112519891696,20.70,17.90,0.93,89,1
344.956946,26.649302,0.26,0.24,135,16.688,0.164,15.968,0.183,15.651,0.194,222,111,000,0,112519895908,19.00,17.90,0.75,147,1
344.188828,27.111773,0.20,0.19,41,16.425,0.126,15.743,0.146,15.400,0.160,222,111,000,0,112519868163,20.70,18.30,0.49,177,1
345.110829,28.442162,0.12,0.12,90,14.496,0.040,14.019,0.043,13.992,0.049,222,111,000,0,112519901230,16.80,15.50,0.50,145,1
344.301705,28.132908,0.12,0.12,90,11.082,0.034,10.681,0.033,10.584,0.029,222,111,000,0,112519872354,13.50,12.50,0.88,276,1
344.252482,29.698866,0.12,0.12,90,14.717,0.044,14.088,0.047,14.024,0.054,222,111,000,0,112519870555,18.10,16.20,0.20,79,1
346.542077,25.716894,0.14,0.12,0,12.421,0.027,12.084,0.031,12.040,0.031,222,111,000,0,112519950239,15.80,13.50,1.07,66,1
344.334533,27.069008,0.29,0.28,59,16.378,0.130,15.391,9.999,15.846,0.236,202,101,000,0,112519873542,18.90,17.10,0.67,69,2
344.496628,26.813759,0.19,0.12,0,11.404,0.032,10.771,0.034,10.658,0.029,222,111,000,0,112519879337,15.40,13.20,1.05,148,1
345.428067,29.947851,0.16,0.15,109,16.171,0.091,15.247,0.096,15.079,0.131,222,111,000,0,112519912325,21.10,18.40,1.22,75,1
346.195676,26.666162,0.17,0.13,90,15.334,0.048,15.060,0.093,15.106,0.125,222,111,000,0,112519938685,17.60,16.30,0.17,74,1
344.636560,24.719584,0.12,0.12,90,14.974,0.048,14.422,0.055,14.516,0.075,222,111,000,0,112519884222,18.50,16.20,0.16,4,1
345.648755,27.234589,0.13,0.13,90,15.812,0.078,15.294,0.098,15.367,0.158,222,111,000,0,112519919997,18.00,16.30,0.88,72,1
345.746035,27.515930,0.15,0.15,90,15.896,0.075,15.569,0.120,15.612,0.191,222,111,000,0,112519923285,17.80,16.50,0.17,101,1
344.809636,28.359024,0.12,0.12,90,15.175,0.050,14.764,0.065,14.566,0.077,222,111,000,0,112519890509,17.70,16.40,0.37,62,1
345.074919,25.146070,0.14,0.12,0,15.361,0.060,14.950,0.070,14.702,0.086,222,111,000,0,112519899981,19.00,16.60,0.44,60,1
345.817192,25.653988,0.24,0.22,83,16.486,0.123,15.981,0.183,15.474,0.171,222,111,000,0,,,,,,0
345.054608,24.751278,0.17,0.16,159,16.409,0.115,15.580,0.120,15.018,0.115,222,111,000,0,112519899242,20.60,17.80,1.31,225,1
345.263781,29.765333,0.12,0.12,90,14.812,0.039,14.638,0.059,14.545,0.077,222,111,000,0,112519906627,17.10,16.10,0.75,80,1
346.018510,25.079636,0.12,0.12,90,14.771,0.040,14.056,0.045,13.814,0.055,222,111,000,0,112519932530,19.20,16.70,0.33,1,1
346.090896,24.509813,0.15,0.15,90,15.240,0.051,14.460,0.056,14.427,0.071,222,111,000,0,112519934967,19.30,17.10,0.22,49,1
345.236567,24.679216,0.12,0.12,0,15.649,0.064,15.044,0.092,14.964,0.106,222,111,000,0,112519905713,18.70,16.70,0.25,94,1
346.223493,28.644482,0.12,0.12,90,12.826,0.031,12.238,0.031,12.145,0.032,222,111,000,0,112519939628,16.30,14.40,0.90,337,1
346.343430,24.898436,0.18,0.13,0,15.780,0.069,15.404,0.111,15.296,0.147,222,111,000,0,112519943634,18.60,17.10,0.73,355,1
40.529036,25.792255,0.23,0.21,98,16.292,0.093,15.860,0.172,15.576,0.182,222,111,000,0,,,,,,0
345.211772,26.766415,0.12,0.12,90,15.110,0.046,14.499,0.057,14.527,0.079,222,111,000,0,112519904815,18.20,16.40,0.57,85,1
345.393585,29.570198,0.21,0.20,83,16.549,0.134,15.830,0.154,15.433,0.170,222,111,000,0,,,,,,0
346.551127,24.337799,0.24,0.22,107,16.691,0.147,15.927,0.178,15.492,0.175,222,111,000,0,,,,,,0
344.831226,28.096636,0.12,0.12,90,15.299,0.055,14.874,0.071,14.873,0.102,222,111,000,0,112519891292,17.50,16.40,0.28,106,1
344.393389,28.945667,0.21,0.19,89,16.430,0.131,15.575,0.112,15.398,0.153,222,111,000,0,112519875708,19.40,17.50,0.97,128,1
344.465444,24.579082,0.13,0.12,176,16.095,0.099,15.397,0.118,14.925,0.124,222,111,000,0,112519878220,18.70,16.40,0.37,171,2
344.604752,26.556953,0.14,0.12,0,13.271,0.033,12.729,0.036,12.557,0.033,222,111,000,0,112519883158,16.80,14.80,0.55,139,1
344.113682,23.895864,0.25,0.21,98,16.413,0.128,15.646,0.133,15.453,0.178,222,111,000,0,112519865505,20.00,18.00,0.30,165,1
344.725750,25.119944,0.22,0.21,0,16.555,0.141,15.801,0.148,15.855,9.999,220,110,000,0,112519887392,19.20,17.50,0.27,221,1
344.742507,26.818089,0.21,0.19,18,16.181,0.101,15.868,0.140,15.378,0.165,222,111,000,0,,,,,,0
344.796791,28.594265,0.13,0.13,90,15.969,0.084,15.121,0.087,15.047,0.119,222,111,000,0,112519890051,20.00,17.50,0.62,181,1
345.013961,25.408628,0.13,0.12,0,14.909,0.042,14.144,0.042,13.988,0.056,222,111,000,0,112519897831,20.00,17.00,0.50,233,1
345.050408,27.227274,0.12,0.12,90,14.776,0.042,14.087,0.045,13.951,0.054,222,111,000,0,112519899082,19.80,17.00,1.59,226,1
344.998465,28.909752,0.16,0.16,90,16.384,0.113,15.483,0.109,15.516,0.182,222,111,000,0,112519897331,18.70,17.40,0.42,118,1
345.402718,26.122038,0.13,0.12,0,14.700,0.041,14.321,0.048,14.150,0.058,222,111,000,0,112519911403,17.30,15.80,0.19,10,1
344.295513,26.070061,0.12,0.12,90,15.210,0.057,14.790,0.073,14.592,0.080,222,111,000,0,112519872162,17.80,16.00,0.38,137,1
345.307533,29.303709,0.12,0.12,90,15.438,0.067,14.781,0.074,14.756,0.081,222,111,000,1,112519908150,17.20,15.80,1.23,113,1,879
345.651723,29.471012,0.12,0.12,90,14.342,0.037,13.646,0.041,13.467,0.037,222,111,000,0,112519920095,18.70,16.30,0.66,59,1
345.846249,27.784012,0.12,0.12,90,15.453,0.056,14.986,0.076,14.922,0.106,222,111,000,0,112519926777,18.00,16.30,0.56,107,1
344.524654,28.409018,0.17,0.12,0,11.503,0.035,11.345,0.032,11.256,0.029,222,111,000,0,112519880294,12.80,12.80,0.63,167,1
345.595569,28.066931,0.22,0.19,73,16.442,0.109,15.640,0.128,15.409,0.165,222,111,000,0,,,,,,0
346.283286,27.817286,0.20,0.19,45,16.595,0.132,15.584,0.140,15.136,9.999,220,110,RR0,0,112519941644,20.00,18.40,1.01,72,1
344.736266,26.858599,0.23,0.21,174,16.380,0.125,15.944,0.172,15.589,0.187,222,111,000,0,,,,,,0
345.843917,24.753386,0.13,0.12,0,14.853,0.040,14.388,0.052,14.341,0.067,222,111,000,0,112519926705,18.30,16.10,0.20,8,1
345.819306,26.487455,0.29,0.27,2,17.114,0.215,15.461,9.999,15.431,0.169,202,101,000,0,112519925867,20.80,18.70,0.28,206,1
344.794041,29.902206,0.12,0.12,90,15.071,0.047,14.582,0.056,14.220,0.070,222,111,000,0,112519889955,20.80,18.20,0.70,152,1
344.876599,24.851194,0.12,0.12,90,14.687,0.044,13.950,0.039,13.786,0.046,222,111,000,0,112519892934,19.20,16.50,0.52,15,1
346.064434,24.170444,0.12,0.12,90,15.351,0.052,14.742,0.067,14.526,0.078,222,111,000,0,112519934058,21.00,18.70,0.33,106,1
345.021006,26.555944,0.12,0.12,90,12.820,0.035,12.325,0.032,12.287,0.033,222,111,000,0,112519898068,15.70,14.10,0.65,141,1
344.999717,28.245916,0.25,0.22,94,16.316,0.102,16.066,0.187,15.565,0.170,222,111,000,0,112519897378,18.20,16.90,0.24,101,1
346.193705,28.749689,0.12,0.12,0,15.066,0.042,14.533,0.060,14.389,0.072,222,111,000,0,112519938617,18.80,16.50,0.50,140,1
346.291158,29.679487,0.12,0.12,90,15.599,0.060,14.785,0.069,14.694,0.084,222,111,000,0,112519941892,20.00,18.40,0.44,51,1
345.315848,24.967213,0.13,0.13,90,15.805,0.075,15.241,0.097,15.204,0.133,222,111,000,0,112519908408,18.30,16.90,0.05,108,1
346.420366,25.372063,0.13,0.13,90,15.723,0.065,15.103,0.092,15.091,0.131,222,111,000,0,112519946125,20.00,17.50,1.00,46,1
346.505031,29.150141,0.19,0.18,115,16.376,0.108,15.600,0.134,15.030,0.124,222,111,000,0,112519948973,20.00,17.80,0.41,121,1
346.617571,27.390017,0.15,0.12,0,14.086,0.033,13.663,0.036,13.494,0.043,222,111,000,0,112519952770,16.90,15.10,1.05,35,1
346.925343,29.242727,0.30,0.26,100,16.180,0.100,15.840,0.169,15.665,0.207,222,111,000,0,112519962965,18.40,17.20,0.61,69,1
346.679826,23.947590,0.12,0.12,90,12.170,0.026,11.520,0.030,11.369,0.031,222,111,000,0,112519954776,16.90,14.10,1.80,290,1
345.645953,27.110640,0.15,0.12,0,11.406,0.030,11.171,0.033,11.083,0.029,222,111,000,0,112519919906,13.00,12.40,0.89,104,1
344.126632,26.075554,0.31,0.23,92,16.498,0.128,15.748,0.144,15.749,0.203,222,111,000,0,112519865993,21.10,18.90,0.63,124,1
344.073511,24.099089,0.12,0.12,90,13.673,0.035,12.976,0.034,12.878,0.035,222,111,000,0,112519864070,17.70,15.10,1.44,55,1
344.113667,27.162813,0.12,0.12,90,15.113,0.050,14.672,0.060,14.912,0.106,222,111,000,0,112519865518,17.80,16.20,1.31,121,1
344.112476,24.541666,0.22,0.19,176,16.597,0.153,15.550,0.123,15.101,0.121,222,111,000,0,112519865462,19.50,17.30,0.17,32,1
344.300860,28.741119,0.25,0.23,75,16.913,0.187,15.930,0.178,15.080,9.999,220,110,000,0,112519872338,17.00,16.60,0.54,67,1
344.398256,26.122765,0.22,0.21,89,16.418,0.110,16.036,0.171,15.362,0.159,222,111,000,0,112519875882,21.20,18.50,0.68,106,1
345.782317,23.843908,0.15,0.15,90,15.848,0.088,15.072,9.999,14.621,9.999,200,100,000,0,112519924592,17.40,15.90,1.17,101,1
344.492668,29.401581,0.12,0.12,90,14.352,0.041,13.972,0.044,13.939,0.054,222,111,000,0,112519879188,16.80,15.50,0.73,98,1
344.778838,26.449003,0.14,0.13,0,16.016,0.082,15.463,0.108,15.550,0.178,222,111,000,0,112519889400,18.90,17.30,0.86,144,1
344.774725,28.079386,0.12,0.12,90,15.333,0.055,14.573,0.055,14.578,0.078,222,111,000,0,112519889264,19.70,17.30,0.59,139,1
345.572943,27.642443,0.12,0.12,90,15.685,0.069,15.157,0.095,14.681,0.084,222,111,000,0,112519917376,20.70,18.30,0.54,257,1
344.840972,27.091667,0.15,0.13,0,15.936,0.081,15.481,0.116,15.364,9.999,220,110,000,0,112519891665,18.30,17.00,0.82,140,1
345.125717,28.428656,0.12,0.12,90,15.726,0.065,14.981,0.072,15.011,0.115,222,111,000,0,112519901730,18.80,17.20,0.65,62,1
345.240803,26.244055,0.12,0.12,90,14.440,0.037,13.906,0.041,13.594,0.045,222,111,000,0,112519905847,20.50,17.50,0.74,212,1
344.312170,29.738113,0.12,0.12,90,14.908,0.046,14.246,0.052,14.068,0.055,222,111,000,0,,,,,,0
344.588931,27.179640,0.25,0.12,0,14.276,0.039,13.816,0.040,13.654,0.044,222,111,000,0,112519882560,17.20,15.40,1.05,133,1
345.393804,26.954008,0.12,0.12,90,14.389,0.040,13.843,0.043,13.702,0.045,222,111,000,0,112519911083,17.00,15.50,0.01,301,1
344.604145,26.802738,0.19,0.12,0,12.384,0.033,11.870,0.032,11.833,0.031,222,111,000,0,112519883123,15.40,13.70,1.06,247,1
344.599330,28.065048,0.28,0.25,64,16.431,0.121,15.939,0.168,15.800,0.229,222,111,000,0,,,,,,0
345.509451,24.302483,0.30,0.12,0,15.386,0.049,14.854,0.073,14.532,0.078,222,111,000,0,112519915091,20.80,17.90,0.86,240,1
345.644676,25.467480,0.12,0.12,90,15.061,0.042,14.495,0.055,14.354,0.068,222,111,000,0,112519919854,18.80,16.60,0.23,111,1
344.859755,24.915121,0.32,0.28,79,16.236,0.104,15.700,0.138,15.897,0.239,222,111,000,0,112519892332,18.60,17.10,0.80,188,1
345.736470,27.567917,0.12,0.12,90,16.061,0.082,15.270,0.095,15.015,0.111,222,111,000,0,112519922991,20.20,18.80,0.93,39,1
345.714475,25.790956,0.27,0.26,73,17.106,0.207,15.991,0.190,16.127,9.999,220,110,000,0,112519922202,20.00,18.20,0.68,53,1
346.323265,29.481457,0.12,0.12,90,14.292,0.036,13.999,0.042,13.967,0.059,222,111,000,0,112519943014,17.00,15.60,0.63,62,1
345.817818,25.669449,0.24,0.21,92,16.398,0.109,15.954,0.186,16.163,9.999,220,110,000,0,112519925819,18.90,17.60,0.18,80,1
345.986662,28.854755,0.12,0.12,90,13.856,0.027,13.288,0.034,13.023,0.035,222,111,000,0,112519931480,20.00,17.10,0.55,208,1
345.269098,29.714134,0.12,0.12,90,14.895,0.044,14.431,0.055,14.343,0.067,222,111,000,0,112519906797,17.60,16.30,0.44,213,1
345.678470,25.476782,0.12,0.12,90,14.342,0.032,13.801,0.040,13.759,0.051,222,111,000,0,112519920970,18.20,16.00,0.12,350,1
346.130367,28.200552,0.12,0.12,90,13.711,0.029,13.022,0.034,12.853,0.035,222,111,000,0,112519936294,18.30,15.40,1.32,232,1
345.172699,24.682968,0.12,0.12,0,12.748,0.030,12.056,0.035,11.910,0.030,222,111,000,0,112519903337,17.70,14.70,3.82,269,1
346.198647,24.623047,0.12,0.12,90,15.026,0.045,14.517,0.056,14.353,0.074,222,111,000,0,112519938782,18.00,16.10,0.54,36,1
346.355211,24.946981,0.16,0.12,0,15.579,0.060,14.899,0.073,14.590,0.086,222,111,000,0,,,,,,0
344.119223,28.962412,0.17,0.12,0,12.850,0.032,12.435,0.035,12.377,0.033,222,111,000,0,112519865687,15.50,14.30,1.55,291,1
346.518863,27.879850,0.14,0.12,0,15.665,0.062,14.991,0.083,14.679,0.095,222,111,000,0,112519949424,20.00,17.30,0.21,112,1
344.126551,25.533758,0.25,0.24,43,16.728,0.169,15.969,0.178,15.629,0.195,222,111,000,0,112519865976,20.60,18.00,0.31,283,1
344.134672,27.707901,0.16,0.16,90,16.132,0.105,15.430,0.114,15.536,0.179,222,111,000,0,,,,,,0
344.223998,25.942909,0.12,0.12,90,13.306,0.036,12.833,0.035,12.762,0.036,222,111,000,0,112519869485,16.60,14.60,0.45,142,1
344.348220,28.897175,0.12,0.12,90,15.028,0.045,14.431,0.053,14.273,0.060,222,111,000,0,112519874070,17.90,16.30,0.20,70,1
344.857510,26.667679,0.14,0.12,0,12.884,0.033,12.694,0.033,12.617,0.034,222,111,000,0,112519892256,15.10,14.00,1.00,158,1
344.570902,26.491285,0.14,0.12,0,15.500,0.062,15.019,0.077,14.631,0.078,222,111,000,0,,,,,,0
344.600809,28.294279,0.12,0.12,0,15.987,0.083,15.119,0.087,14.812,0.093,222,111,000,0,112519882995,20.60,17.60,0.25,187,1
346.054749,29.969202,0.27,0.26,73,16.139,0.097,15.780,0.163,15.734,0.222,222,111,S00,0,112519933692,18.20,16.70,0.61,132,1
345.174744,26.728752,0.12,0.12,90,14.793,0.045,14.217,0.050,14.085,0.054,222,111,000,0,112519903459,18.20,16.30,0.52,157,1
344.898027,27.995817,0.24,0.21,86,16.924,0.179,15.833,0.152,16.734,9.999,220,110,000,0,,,,,,0
344.994169,25.480667,0.27,0.24,67,16.645,0.134,15.840,0.154,15.679,0.198,222,111,000,0,112519897183,21.10,18.30,0.26,346,1
344.238390,24.737801,0.12,0.12,90,15.102,0.048,14.427,0.053,14.222,0.060,222,111,000,0,112519870047,18.90,16.60,0.47,277,1
345.265775,27.598646,0.12,0.12,90,15.027,0.048,14.288,0.057,14.168,0.066,222,111,000,0,112519906685,20.80,17.20,1.48,242,1
345.381607,26.092251,0.30,0.27,51,17.097,0.215,15.983,0.200,15.127,9.999,220,110,000,0,112519910625,20.80,18.80,0.80,11,1
344.272277,29.741381,0.12,0.12,90,15.323,0.090,14.886,0.090,14.700,0.135,222,111,000,0,,,,,,0
345.383128,29.413757,0.25,0.22,54,16.902,0.177,15.918,0.162,15.709,0.196,222,111,000,0,112519910693,20.80,18.70,0.62,112,1
345.526326,25.373421,0.13,0.13,90,15.778,0.069,15.105,0.083,15.062,0.119,222,111,000,0,112519915703,20.00,17.50,0.26,336,1
345.588319,24.400528,0.13,0.12,90,15.754,0.069,14.900,0.078,14.645,0.080,222,111,000,0,112519917915,20.60,18.00,0.78,40,1
344.503605,28.414837,0.18,0.13,0,15.924,0.082,15.271,0.088,15.214,0.133,222,111,000,0,112519879598,20.50,18.30,0.50,127,1
344.562670,29.968737,0.13,0.13,90,15.889,0.079,15.488,0.110,15.316,0.148,222,111,000,0,112519881571,19.00,17.20,0.48,70,1
345.532800,29.657015,0.27,0.24,88,16.133,0.092,15.945,0.184,15.637,0.196,222,111,000,0,112519915947,18.00,16.90,0.92,142,1
345.798519,28.714750,0.12,0.12,90,15.126,0.047,14.490,0.055,14.282,0.068,222,111,000,0,112519925149,19.60,16.70,0.61,172,1
344.866008,26.672409,0.14,0.12,0,15.273,0.053,15.040,0.080,14.933,0.100,222,111,000,0,112519892560,17.40,16.20,0.66,152,1
345.912120,26.414211,0.12,0.12,90,13.566,0.037,13.074,0.038,12.967,0.044,222,111,000,0,112519929002,16.60,14.90,0.38,127,1
346.033083,27.820253,0.12,0.12,90,12.124,0.027,11.787,0.031,11.723,0.031,222,111,000,0,112519932973,14.60,13.60,1.43,233,1
346.078262,28.547253,0.23,0.22,109,16.513,0.120,15.943,0.179,15.417,9.999,220,110,000,0,,,,,,0
346.459297,29.485571,0.12,0.12,0,15.148,0.047,14.912,0.081,14.586,0.083,222,111,000,0,112519947531,17.20,16.30,0.42,116,1
346.085202,25.398403,0.22,0.16,0,13.251,0.029,12.574,0.033,12.316,0.033,222,111,000,0,112519934773,19.10,16.30,2.38,34,1
345.085947,28.296307,0.14,0.14,90,16.320,0.110,15.519,0.126,14.991,0.123,222,111,000,0,112519900365,17.20,16.40,1.60,126,1
345.246079,26.488064,0.29,0.23,92,16.470,0.126,15.713,0.142,15.725,0.199,222,111,000,0,112519906009,20.60,18.50,0.69,156,1
346.308149,26.115450,0.12,0.12,90,9.729,0.035,9.206,0.030,9.011,0.030,222,111,000,0,112519942518,13.60,11.70,0.49,45,1
345.336495,24.937302,0.12,0.12,90,15.809,0.076,15.145,0.082,14.851,0.096,222,111,000,0,112519909091,20.70,18.00,0.46,147,1
345.264564,26.747004,0.32,0.30,106,16.482,0.119,16.033,0.188,15.948,0.259,222,111,000,0,112519906667,19.10,17.80,0.72,83,1
346.479164,29.077101,0.15,0.15,0,16.077,0.088,15.543,0.123,15.568,0.198,222,111,000,0,112519948131,18.00,16.70,0.17,259,1
346.656478,24.416159,0.21,0.18,23,16.273,0.095,15.608,0.157,15.186,0.140,222,111,000,0,,,,,,0
345.457326,24.620588,0.22,0.12,0,9.545,0.029,9.237,0.031,9.112,0.030,222,111,000,0,T2239-01267-1,11.72,11.03,0.22,192,2
346.729611,23.932409,0.12,0.12,90,14.175,0.032,13.488,0.037,13.210,0.036,222,111,000,0,112519956546,19.30,16.70,0.65,257,1
345.797434,24.908171,0.15,0.12,0,15.323,0.052,15.000,0.079,14.889,0.102,222,111,000,0,112519925105,18.20,16.60,0.13,330,1
345.843166,26.688934,0.22,0.20,73,16.590,0.132,15.771,0.152,15.466,0.161,222,111,000,0,112519926672,20.50,18.30,0.02,252,1
345.975806,27.568825,0.13,0.13,90,15.866,0.073,15.377,0.112,15.158,0.124,222,111,000,0,112519931141,21.00,18.10,1.24,65,1
346.112896,26.023251,0.22,0.20,0,15.188,0.048,14.508,0.058,14.205,0.059,222,111,000,0,112519935699,20.70,17.60,0.34,218,1
346.294615,28.801302,0.25,0.23,93,16.410,0.113,16.026,0.192,15.572,9.999,220,110,000,0,112519942038,19.80,17.70,1.41,85,2
346.332412,27.150930,0.12,0.12,90,14.623,0.039,13.994,0.045,13.968,0.055,222,111,000,0,112519943309,17.70,15.70,0.70,59,1
346.597403,29.610777,0.33,0.30,82,16.353,0.104,15.633,0.140,15.933,0.268,222,111,000,0,,,,,,0
346.542694,28.135405,0.18,0.13,0,15.766,0.067,15.448,0.125,15.422,0.156,222,111,000,0,112519950261,18.10,16.60,0.76,90,1
345.328870,26.714291,0.12,0.12,90,15.789,0.067,15.149,0.087,15.021,0.105,222,111,000,0,112519908820,18.50,17.10,0.31,258,1
346.627917,29.292925,0.12,0.12,90,15.137,0.047,14.605,0.062,14.536,0.081,222,111,000,0,112519953111,17.70,16.40,0.51,244,1
345.517401,26.483826,0.12,0.12,90,15.440,0.055,15.188,0.091,14.963,0.108,222,111,000,0,112519915409,17.60,16.30,0.40,81,1
345.790469,28.956812,0.23,0.20,92,16.688,0.149,15.863,0.176,15.676,9.999,220,110,000,0,,,,,,0
345.798126,24.545206,0.12,0.12,90,14.754,0.037,14.380,0.055,14.364,0.071,222,111,000,0,112519925140,17.40,16.00,0.40,73,1
346.482546,27.253448,0.12,0.12,90,14.497,0.033,13.935,0.043,13.824,0.050,222,111,000,0,112519948236,17.80,15.60,0.50,205,1
